id	vocabulary_code	concept_a	concept_b	pos_a	pos_b	words_a_english	gloss_a_english	words_b_english	gloss_b_english	words_a_target	gloss_a_target	words_b_target	gloss_b_target	word_a	word_b	relation
15	hun	50854	82256	noun	adjective	man; adult male; 	an adult person who is male (as opposed to a woman)	manly; manful; manlike; 	possessing qualities befitting a man	férfi; 	NO_GLOSS	férfias; 	NO_GLOSS	férfi	férfias	DERIVATIONALLY_RELATED_FORM
16	hun	4315	99681	noun	verb	masturbation; onanism; 	manual stimulation of the genital organs (of yourself or another) for sexual pleasure	masturbate; wank; fuck off; she-bop; jack off; jerk off; 	get sexual gratification through self-stimulation	önkielégítés; maszturbáció; onánia; 	NO_GLOSS	maszturbál; 	NO_GLOSS	maszturbáció	maszturbál	DERIVATIONALLY_RELATED_FORM
17	hun	23947	100939	noun	verb	tattoo; 	a design on the skin made by tattooing	tattoo; 	stain (skin) with indelible color	tetoválás; tetkó; 	NO_GLOSS	tetovál; 	NO_GLOSS	tetoválás	tetovál	DERIVATIONALLY_RELATED_FORM
18	hun	23947	100939	noun	verb	tattoo; 	a design on the skin made by tattooing	tattoo; 	stain (skin) with indelible color	tetoválás; tetkó; 	NO_GLOSS	tetovál; 	NO_GLOSS	tetkó	tetovál	DERIVATIONALLY_RELATED_FORM
19	hun	38540	105583	noun	verb	result; resultant; final result; outcome; termination; 	something that results	result; ensue; 	issue or terminate  (in a specified way, state, etc.); end	eredmény; következmény; 	NO_GLOSS	következik; származik; ered; 	NO_GLOSS	eredmény	ered	DERIVATIONALLY_RELATED_FORM
20	hun	38540	105583	noun	verb	result; resultant; final result; outcome; termination; 	something that results	result; ensue; 	issue or terminate  (in a specified way, state, etc.); end	eredmény; következmény; 	NO_GLOSS	következik; származik; ered; 	NO_GLOSS	következmény	következik	DERIVATIONALLY_RELATED_FORM
21	hun	53880	105583	noun	verb	consequence; effect; outcome; result; event; issue; upshot; 	a phenomenon that follows and is caused by some previous phenomenon	result; ensue; 	issue or terminate  (in a specified way, state, etc.); end	következmény; okozat; 	NO_GLOSS	következik; származik; ered; 	NO_GLOSS	következmény	következik	DERIVATIONALLY_RELATED_FORM
22	hun	38993	97645	noun	verb	chirp; 	a sharp sound made by small birds or insects	peep; twirp; cheep; chirp; chirrup; 	make high-pitched sounds; of birds	csicsergés; csiripelés; 	NO_GLOSS	csicsereg; csiripel; 	NO_GLOSS	csicsergés	csicsereg	DERIVATIONALLY_RELATED_FORM
23	hun	38993	97645	noun	verb	chirp; 	a sharp sound made by small birds or insects	peep; twirp; cheep; chirp; chirrup; 	make high-pitched sounds; of birds	csicsergés; csiripelés; 	NO_GLOSS	csicsereg; csiripel; 	NO_GLOSS	csiripelés	csiripel	DERIVATIONALLY_RELATED_FORM
24	hun	959	104959	noun	verb	exile; deportation; expatriation; transportation; 	the act of expelling a person from their native land	expatriate; deport; exile; 	expel from a country	száműzés; száműzetés; kitoloncolás; deportálás; kiutasítás; elhurcolás; 	NO_GLOSS	száműz; 	NO_GLOSS	száműzés	száműz	DERIVATIONALLY_RELATED_FORM
25	hun	959	104959	noun	verb	exile; deportation; expatriation; transportation; 	the act of expelling a person from their native land	expatriate; deport; exile; 	expel from a country	száműzés; száműzetés; kitoloncolás; deportálás; kiutasítás; elhurcolás; 	NO_GLOSS	száműz; 	NO_GLOSS	száműzetés	száműz	DERIVATIONALLY_RELATED_FORM
26	hun	49541	104959	noun	verb	exile; deportee; 	expelled from home or country by authority	expatriate; deport; exile; 	expel from a country	száműzött; 	NO_GLOSS	száműz; 	NO_GLOSS	száműzött	száműz	DERIVATIONALLY_RELATED_FORM
27	hun	39890	81484	noun	adjective	boredom; ennui; tedium; 	the feeling of being bored by something tedious	boring; deadening; dull; ho-hum; irksome; slow; tedious; tiresome; wearisome; 	so lacking in interest as to cause mental weariness	unalom; kedvtelenség; közöny; 	NO_GLOSS	unalmas; idegesítő; fárasztó; 	NO_GLOSS	unalom	unalmas	DERIVATIONALLY_RELATED_FORM
28	hun	31028	95714	noun	verb	thinking; thought; thought process; cerebration; intellection; mentation; 	the process of using your mind to consider something carefully	think; cogitate; cerebrate; 	use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments	gondolkodás; 	NO_GLOSS	gondolkodik; 	NO_GLOSS	gondolkodás	gondolkodik	DERIVATIONALLY_RELATED_FORM
29	hun	66433	79825	noun	adjective	homelessness; 	the state or condition of having no home (especially the state of living in the streets)	dispossessed; homeless; roofless; 	physically or spiritually homeless or deprived of security	hajléktalanság; 	NO_GLOSS	hajléktalan; 	NO_GLOSS	hajléktalanság	hajléktalan	DERIVATIONALLY_RELATED_FORM
30	hun	69357	85382	noun	adjective	poverty; poorness; impoverishment; 	the state of having little or no money and few or no material possessions	poor; 	having little money or few possessions	szegénység; nyomorúság; nincstelenség; 	NO_GLOSS	szegény; 	NO_GLOSS	szegénység	szegény	DERIVATIONALLY_RELATED_FORM
31	hun	14860	49061	noun	noun	bicycle; bike; wheel; cycle; 	a wheeled vehicle that has two wheels and is moved by foot pedals	cyclist; bicyclist; bicycler; wheeler; 	a person who rides a bicycle	kerékpár; bicikli; 	NO_GLOSS	biciklista; 	NO_GLOSS	bicikli	biciklista	DERIVATIONALLY_RELATED_FORM
32	hun	72365	98598	noun	verb	shingle; shake; 	building material used as siding or roofing	shingle; 	cover with shingles	zsindely; 	NO_GLOSS	zsindelyez; zsindellyel fed; 	NO_GLOSS	zsindely	zsindelyez	DERIVATIONALLY_RELATED_FORM
33	hun	26146	81795	noun	adjective	legality; 	lawfulness by virtue of conformity to a legal statute	legal; 	established by or founded upon law or official or accepted rules	törvényesség; törvényszerűség; jogszerűség; 	NO_GLOSS	jogi; törvényes; 	NO_GLOSS	törvényesség	törvényes	DERIVATIONALLY_RELATED_FORM
34	hun	26146	81795	noun	adjective	legality; 	lawfulness by virtue of conformity to a legal statute	legal; 	established by or founded upon law or official or accepted rules	törvényesség; törvényszerűség; jogszerűség; 	NO_GLOSS	jogi; törvényes; 	NO_GLOSS	törvényszerűség	törvényes	DERIVATIONALLY_RELATED_FORM
35	hun	32632	47993	noun	noun	archeology; archaeology; 	the branch of anthropology that studies prehistoric people and their cultures	archeologist; archaeologist; 	an anthropologist who studies prehistoric people and their culture	archeológia; régészet; 	NO_GLOSS	régész; archeológus; 	NO_GLOSS	archeológia	archeológus	DERIVATIONALLY_RELATED_FORM
36	hun	32632	47993	noun	noun	archeology; archaeology; 	the branch of anthropology that studies prehistoric people and their cultures	archeologist; archaeologist; 	an anthropologist who studies prehistoric people and their culture	archeológia; régészet; 	NO_GLOSS	régész; archeológus; 	NO_GLOSS	régészet	régész	DERIVATIONALLY_RELATED_FORM
37	hun	30658	103778	noun	verb	substitute; replacement; 	a person or thing that takes or can take the place of another	substitute; replace; 	put in the place of another; switch seemingly equivalent items	helyettes; pótlék; 	NO_GLOSS	pótol; helyettesít; kicserél; 	NO_GLOSS	helyettes	helyettesít	DERIVATIONALLY_RELATED_FORM
38	hun	30658	103778	noun	verb	substitute; replacement; 	a person or thing that takes or can take the place of another	substitute; replace; 	put in the place of another; switch seemingly equivalent items	helyettes; pótlék; 	NO_GLOSS	pótol; helyettesít; kicserél; 	NO_GLOSS	pótlék	pótol	DERIVATIONALLY_RELATED_FORM
39	hun	18508	98939	noun	verb	ground; earth; 	a connection between an electrical device and a large conducting body, such as the earth (which is taken to be at zero voltage)	ground; 	connect to a ground	földelés; 	NO_GLOSS	leföldel; földel; 	NO_GLOSS	földelés	földel	DERIVATIONALLY_RELATED_FORM
40	hun	39620	78030	noun	adjective	caprice; impulse; whim; 	a sudden desire	capricious; impulsive; whimsical; 	determined by chance or impulse or whim rather than by necessity or reason	szeszély; 	NO_GLOSS	szeszélyes; 	NO_GLOSS	szeszély	szeszélyes	DERIVATIONALLY_RELATED_FORM
41	hun	53894	93255	noun	verb	impact; wallop; 	a forceful consequence; a strong effect	affect; impact; bear upon; bear on; touch on; touch; 	have an effect upon	befolyás; 	NO_GLOSS	befolyásol; 	NO_GLOSS	befolyás	befolyásol	DERIVATIONALLY_RELATED_FORM
42	hun	33886	97375	noun	verb	signature; 	your name written in your own handwriting	sign; subscribe; 	mark with one's signature; write one's name (on)	aláírás; 	NO_GLOSS	aláír; 	NO_GLOSS	aláírás	aláír	DERIVATIONALLY_RELATED_FORM
43	hun	27450	79433	noun	adjective	slowness; deliberation; deliberateness; unhurriedness; 	a rate demonstrating an absence of haste or hurry	slow; 	not moving quickly; taking a comparatively long time	lassúság; 	NO_GLOSS	lassú; 	NO_GLOSS	lassúság	lassú	DERIVATIONALLY_RELATED_FORM
44	hun	17760	97408	noun	verb	film; photographic film; 	photographic material consisting of a base of celluloid covered with a photographic emulsion; used to make negatives or transparencies	film; shoot; take; 	make a film or photograph of something	film; 	NO_GLOSS	filmez; 	NO_GLOSS	film	filmez	DERIVATIONALLY_RELATED_FORM
45	hun	34825	97408	noun	verb	movie; film; picture; moving picture; moving-picture show; motion picture; motion-picture show; picture show; pic; flick; 	a form of entertainment that enacts a story by a sequence of images giving the illusion of continuous movement	film; shoot; take; 	make a film or photograph of something	film; mozi; 	NO_GLOSS	filmez; 	NO_GLOSS	film	filmez	DERIVATIONALLY_RELATED_FORM
46	hun	34490	96502	noun	verb	license; licence; permit; 	a legal document giving official permission to do something	permit; allow; let; countenance; 	consent to, give permission	engedély; 	NO_GLOSS	hagy; enged; 	NO_GLOSS	engedély	enged	DERIVATIONALLY_RELATED_FORM
47	hun	5772	96502	noun	verb	license; permission; permit; 	the act of giving a formal (usually written) authorization	permit; allow; let; countenance; 	consent to, give permission	engedély; 	NO_GLOSS	hagy; enged; 	NO_GLOSS	engedély	enged	DERIVATIONALLY_RELATED_FORM
48	hun	15056	98066	noun	verb	bomber; 	a military aircraft that drops bombs during flight	bombard; bomb; 	throw bombs at or attack with bombs	bombázó; 	NO_GLOSS	bombáz; ágyúz; 	NO_GLOSS	bombázó	bombáz	DERIVATIONALLY_RELATED_FORM
49	hun	20968	102344	noun	verb	parachute; chute; 	rescue equipment consisting of a device that fills with air and retards your fall	chute; parachute; jump; 	jump from an airplane and descend with a parachute	ejtőernyő; 	NO_GLOSS	ejtőernyőzik; 	NO_GLOSS	ejtőernyő	ejtőernyőzik	DERIVATIONALLY_RELATED_FORM
50	hun	2243	98144	noun	verb	hunt; hunting; 	the pursuit and killing or capture of wild animals regarded as a sport	hunt; run; hunt down; track down; 	pursue for food or sport (as of wild animals)	vadászat; 	NO_GLOSS	vadászik; 	NO_GLOSS	vadászat	vadászik	DERIVATIONALLY_RELATED_FORM
51	hun	39064	103452	noun	verb	rumble; rumbling; grumble; grumbling; 	a loud low dull continuous noise	rumble; grumble; 	make a low noise	morgás; dörmögés; dörgés; 	NO_GLOSS	korog; morog; dörmög; 	NO_GLOSS	morgás	morog	DERIVATIONALLY_RELATED_FORM
52	hun	39064	103452	noun	verb	rumble; rumbling; grumble; grumbling; 	a loud low dull continuous noise	rumble; grumble; 	make a low noise	morgás; dörmögés; dörgés; 	NO_GLOSS	korog; morog; dörmög; 	NO_GLOSS	dörmögés	dörmög	DERIVATIONALLY_RELATED_FORM
53	hun	15052	98066	noun	verb	bomb; 	an explosive device fused to explode under specific conditions	bombard; bomb; 	throw bombs at or attack with bombs	bomba; pokolgép; 	NO_GLOSS	bombáz; ágyúz; 	NO_GLOSS	bomba	bombáz	DERIVATIONALLY_RELATED_FORM
54	hun	50539	65734	noun	noun	relative; relation; 	a person related by blood or marriage	kinship; family relationship; relationship; 	(anthropology) relatedness or connection by blood or marriage or adoption	rokon; 	NO_GLOSS	rokonság; 	NO_GLOSS	rokon	rokonság	DERIVATIONALLY_RELATED_FORM
55	hun	70190	75523	noun	adjective	silver; ag; atomic number 47; 	a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography	silver; silvern; silvery; 	having the white lustrous sheen of silver	ezüst; 	NO_GLOSS	ezüstös; 	NO_GLOSS	ezüst	ezüstös	DERIVATIONALLY_RELATED_FORM
56	hun	68371	92651	noun	verb	sneeze; sneezing; sternutation; 	a symptom consisting of the involuntary expulsion of air from the nose	sneeze; 	exhale spasmodically, as when an irritant entered one's nose	tüsszentés; 	NO_GLOSS	tüsszent; 	NO_GLOSS	tüsszentés	tüsszent	DERIVATIONALLY_RELATED_FORM
57	hun	29206	92968	noun	verb	perspiration; sweat; sudor; 	salty fluid secreted by sweat glands	sweat; sudate; perspire; 	excrete perspiration through the pores in the skin	izzadság; veríték; 	NO_GLOSS	izzad; 	NO_GLOSS	izzadság	izzad	DERIVATIONALLY_RELATED_FORM
58	hun	64114	92968	noun	verb	perspiration; sweating; diaphoresis; sudation; hidrosis; 	the process of the sweat glands of the skin secreting a salty fluid	sweat; sudate; perspire; 	excrete perspiration through the pores in the skin	izzadás; verítékezés; 	NO_GLOSS	izzad; 	NO_GLOSS	izzadás	izzad	DERIVATIONALLY_RELATED_FORM
59	hun	5677	103749	noun	verb	payment; defrayal; defrayment; 	the act of paying money	pay; 	give money, usually in exchange for goods or services	fizetés; kifizetés; 	NO_GLOSS	fizet; kifizet; 	NO_GLOSS	fizetés	fizet	DERIVATIONALLY_RELATED_FORM
60	hun	5677	103749	noun	verb	payment; defrayal; defrayment; 	the act of paying money	pay; 	give money, usually in exchange for goods or services	fizetés; kifizetés; 	NO_GLOSS	fizet; kifizet; 	NO_GLOSS	kifizetés	fizet	DERIVATIONALLY_RELATED_FORM
61	hun	5677	103749	noun	verb	payment; defrayal; defrayment; 	the act of paying money	pay; 	give money, usually in exchange for goods or services	fizetés; kifizetés; 	NO_GLOSS	fizet; kifizet; 	NO_GLOSS	kifizetés	kifizet	DERIVATIONALLY_RELATED_FORM
62	hun	62733	103749	noun	verb	wage; pay; earnings; remuneration; salary; 	something that remunerates	pay; 	give money, usually in exchange for goods or services	fizetés; 	NO_GLOSS	fizet; kifizet; 	NO_GLOSS	fizetés	fizet	DERIVATIONALLY_RELATED_FORM
63	hun	31889	84857	noun	adjective	superstition; superstitious notion; 	an irrational belief arising from ignorance or fear	superstitious; 	showing ignorance or the laws of nature and faith in magic or chance	babona; 	NO_GLOSS	babonás; 	NO_GLOSS	babona	babonás	DERIVATIONALLY_RELATED_FORM
64	hun	6201	78216	noun	adjective	derision; ridicule; 	the act of deriding or treating with contempt	pathetic; ridiculous; silly; 	inspiring scornful pity	gúny; nevetség; kinevetés; kigúnyolás; kicsúfolás; 	NO_GLOSS	nevetséges; 	NO_GLOSS	nevetség	nevetséges	DERIVATIONALLY_RELATED_FORM
65	hun	73431	105958	noun	verb	summer; summertime; 	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox	summer; 	spend the summer	nyár; 	NO_GLOSS	nyaral; 	NO_GLOSS	nyár	nyaral	DERIVATIONALLY_RELATED_FORM
66	hun	46446	100392	noun	verb	rip; rent; snag; split; tear; 	an opening made forcibly as by pulling apart	tear; rupture; snap; bust; 	separate or cause to separate abruptly	szakadás; 	NO_GLOSS	tép; szakít; 	NO_GLOSS	szakadás	szakít	DERIVATIONALLY_RELATED_FORM
67	hun	39368	104924	noun	verb	party; 	an occasion on which people can assemble for social interaction and entertainment	party; 	have or participate in a party	összejövetel; zsúr; buli; parti; 	NO_GLOSS	bulizik; partizik; 	NO_GLOSS	buli	bulizik	DERIVATIONALLY_RELATED_FORM
68	hun	39368	104924	noun	verb	party; 	an occasion on which people can assemble for social interaction and entertainment	party; 	have or participate in a party	összejövetel; zsúr; buli; parti; 	NO_GLOSS	bulizik; partizik; 	NO_GLOSS	parti	partizik	DERIVATIONALLY_RELATED_FORM
69	hun	45769	87602	noun	adjective	wilderness; wild; 	a wild and uninhabited area left in its natural condition	wild; untamed; 	in a natural state; not tamed or domesticated or cultivated	vadon; 	NO_GLOSS	vad; 	NO_GLOSS	vadon	vad	DERIVATIONALLY_RELATED_FORM
70	hun	14521	99443	noun	verb	bale; 	a large bundle bound for storage or transport	bale; 	make into a bale	bála; 	NO_GLOSS	báláz; 	NO_GLOSS	bála	báláz	DERIVATIONALLY_RELATED_FORM
71	hun	32460	91092	noun	adjective	electromagnetism; electromagnetics; 	the branch of physics concerned with electromagnetic phenomena	electromagnetic; 	pertaining to or exhibiting magnetism produced by electric charge in motion	elektromágnesség; 	NO_GLOSS	elektromágneses; 	NO_GLOSS	elektromágnesség	elektromágneses	DERIVATIONALLY_RELATED_FORM
72	hun	30752	79831	noun	adjective	aroma; fragrance; perfume; scent; 	a distinctive odor that is pleasant	fragrant; 	pleasant-smelling	illat; illatszer; parfüm; 	NO_GLOSS	illatos; 	NO_GLOSS	illat	illatos	DERIVATIONALLY_RELATED_FORM
73	hun	30752	79831	noun	adjective	aroma; fragrance; perfume; scent; 	a distinctive odor that is pleasant	fragrant; 	pleasant-smelling	illat; illatszer; parfüm; 	NO_GLOSS	illatos; 	NO_GLOSS	illatszer	illatos	DERIVATIONALLY_RELATED_FORM
74	hun	39949	101639	noun	verb	envy; enviousness; 	a feeling of grudging admiration and desire to have something that is possessed by another	envy; 	feel envious towards; admire enviously	irigység; 	NO_GLOSS	irigyel; 	NO_GLOSS	irigység	irigyel	DERIVATIONALLY_RELATED_FORM
75	hun	32073	101589	noun	verb	disenchantment; disillusion; disillusionment; 	freeing from false belief or illusions	disenchant; disillusion; 	free from enchantment	kiábrándulás; 	NO_GLOSS	kiábrándít; 	NO_GLOSS	kiábrándulás	kiábrándít	DERIVATIONALLY_RELATED_FORM
76	hun	34923	96915	noun	verb	greeting; salutation; 	(usually plural) an acknowledgment or expression of good will (especially on meeting)	greet; recognize; recognise; 	express greetings upon meeting someone	üdvözlet; köszöntés; 	NO_GLOSS	köszönt; üdvözöl; fogad; 	NO_GLOSS	üdvözlet	üdvözöl	DERIVATIONALLY_RELATED_FORM
77	hun	34923	96915	noun	verb	greeting; salutation; 	(usually plural) an acknowledgment or expression of good will (especially on meeting)	greet; recognize; recognise; 	express greetings upon meeting someone	üdvözlet; köszöntés; 	NO_GLOSS	köszönt; üdvözöl; fogad; 	NO_GLOSS	köszöntés	köszönt	DERIVATIONALLY_RELATED_FORM
78	hun	63431	104107	noun	verb	loan; 	the temporary provision of money (usually at interest)	lend; loan; 	give temporarily; let have for a limited time	kölcsön; 	NO_GLOSS	kölcsönad; 	NO_GLOSS	kölcsön	kölcsönad	DERIVATIONALLY_RELATED_FORM
79	hun	35702	95731	noun	verb	guess; conjecture; supposition; surmise; surmisal; speculation; hypothesis; 	a message expressing an opinion based on incomplete evidence	speculate; theorize; theorise; conjecture; hypothesize; hypothesise; hypothecate; suppose; 	to believe especially on uncertain or tentative grounds	sejtés; feltételezés; 	NO_GLOSS	feltételez; 	NO_GLOSS	feltételezés	feltételez	DERIVATIONALLY_RELATED_FORM
80	hun	49	101373	noun	verb	feeling; 	the experiencing of affective and emotional states	feel; experience; 	undergo an emotional sensation	érzelem; érzés; 	NO_GLOSS	érez; 	NO_GLOSS	érzés	érez	DERIVATIONALLY_RELATED_FORM
81	hun	66927	81063	noun	adjective	hunger; hungriness; 	a physiological need for food; the consequence of food deprivation	hungry; 	feeling hunger; feeling a need or desire to eat food	éhség; 	NO_GLOSS	éhes; 	NO_GLOSS	éhség	éhes	DERIVATIONALLY_RELATED_FORM
82	hun	51794	90797	noun	adjective	pope; catholic pope; roman catholic pope; pontiff; holy father; vicar of christ; bishop of rome; 	the head of the Roman Catholic Church	papal; apostolic; apostolical; pontifical; 	proceeding from or ordered by or subject to a pope or the papacy regarded as the successor of the Apostles	pápa; 	NO_GLOSS	pápai; 	NO_GLOSS	pápa	pápai	DERIVATIONALLY_RELATED_FORM
83	hun	63935	93321	noun	verb	increase; increment; growth; 	a process of becoming larger or longer or more numerous or more important	increase; 	make bigger or more	növekedés; 	NO_GLOSS	növel; 	NO_GLOSS	növekedés	növel	DERIVATIONALLY_RELATED_FORM
84	hun	35832	97153	noun	verb	numeral; number; 	a symbol used to represent a number	count; number; enumerate; numerate; 	determine the number or amount of	számnév; 	NO_GLOSS	számol; 	NO_GLOSS	számnév	számol	DERIVATIONALLY_RELATED_FORM
85	hun	27751	97153	noun	verb	number; figure; 	the property possessed by a sum or total or indefinite quantity of units or individuals	count; number; enumerate; numerate; 	determine the number or amount of	szám; 	NO_GLOSS	számol; 	NO_GLOSS	szám	számol	DERIVATIONALLY_RELATED_FORM
86	hun	43060	85579	noun	adjective	religion; faith; organized religion; 	an institution to express belief in a divine power	religious; spiritual; 	concerned with sacred matters or religion or the church	vallás; 	NO_GLOSS	vallási; 	NO_GLOSS	vallás	vallási	DERIVATIONALLY_RELATED_FORM
87	hun	15797	48594	noun	noun	cello; violoncello; 	a large stringed instrument; seated player holds it upright while playing	cellist; violoncellist; 	someone who plays a violoncello	cselló; gordonka; 	NO_GLOSS	csellista; 	NO_GLOSS	cselló	csellista	DERIVATIONALLY_RELATED_FORM
88	hun	16082	100193	noun	verb	cleansing agent; cleanser; cleaner; 	a preparation used in cleaning something	clean; make clean; 	make clean by removing dirt, filth, or unwanted substances from	tisztítószer; 	NO_GLOSS	tisztít; 	NO_GLOSS	tisztítószer	tisztít	DERIVATIONALLY_RELATED_FORM
89	hun	25838	95814	noun	verb	comparison; compare; equivalence; comparability; 	qualities that are comparable	compare; 	examine and note the similarities or differences of	összehasonlíthatóság; 	NO_GLOSS	összehasonlít; 	NO_GLOSS	összehasonlíthatóság	összehasonlít	DERIVATIONALLY_RELATED_FORM
90	hun	5575	97247	noun	verb	publication; publishing; 	the business of issuing printed matter for sale or distribution	publish; bring out; put out; issue; release; 	prepare and issue for public distribution or sale	kiadás; 	NO_GLOSS	kiad; megjelentet; publikál; 	NO_GLOSS	kiadás	kiad	DERIVATIONALLY_RELATED_FORM
91	hun	45462	100976	noun	verb	outline; lineation; 	the line that appears to bound an object	delineate; limn; outline; 	trace the shape of	körvonal; 	NO_GLOSS	körvonalaz; 	NO_GLOSS	körvonal	körvonalaz	DERIVATIONALLY_RELATED_FORM
92	hun	15532	93633	noun	verb	can; tin; tin can; 	airtight sealed metal container for food or drink or paint etc.	can; tin; put up; 	preserve in a can or tin	doboz; konzerv; 	NO_GLOSS	konzervál; befőz; 	NO_GLOSS	konzerv	konzervál	DERIVATIONALLY_RELATED_FORM
93	hun	52335	90738	noun	adjective	saint; holy man; holy person; angel; 	person of exceptional holiness	angelic; angelical; 	of or relating to angels	angyal; 	NO_GLOSS	angyali; 	NO_GLOSS	angyal	angyali	DERIVATIONALLY_RELATED_FORM
94	hun	46771	90738	noun	adjective	angel; 	spiritual being attendant upon God	angelic; angelical; 	of or relating to angels	angyal; 	NO_GLOSS	angyali; 	NO_GLOSS	angyal	angyali	DERIVATIONALLY_RELATED_FORM
95	hun	1551	102513	noun	verb	pursuit; chase; pursual; following; 	the act of pursuing in an effort to overtake or capture	pursue; follow; 	follow in or as if in pursuit	üldözés; törekvés; űzés; 	NO_GLOSS	üldöz; űz; hajszol; 	NO_GLOSS	üldözés	üldöz	DERIVATIONALLY_RELATED_FORM
96	hun	1551	102513	noun	verb	pursuit; chase; pursual; following; 	the act of pursuing in an effort to overtake or capture	pursue; follow; 	follow in or as if in pursuit	üldözés; törekvés; űzés; 	NO_GLOSS	üldöz; űz; hajszol; 	NO_GLOSS	űzés	űz	DERIVATIONALLY_RELATED_FORM
97	hun	63059	103844	noun	verb	investment; investment funds; 	money that is invested with an expectation of profit	invest; put; commit; place; 	make an investment	befektetés; 	NO_GLOSS	befektet; beruház; invesztál; 	NO_GLOSS	befektetés	befektet	DERIVATIONALLY_RELATED_FORM
