id	vocabulary_code	concept_a	concept_b	pos_a	pos_b	words_a_english	gloss_a_english	words_b_english	gloss_b_english	words_a_target	gloss_a_target	words_b_target	gloss_b_target	word_a	word_b	relation
11	deu	63164	85380	noun	adjective	wealth; riches; 	an abundance of material possessions and resources	affluent; flush; loaded; moneyed; wealthy; 	having an abundant supply of money or possessions of value	reichtum; vermögen; 	NO_GLOSS	wohlhabend; reich; begütert; 	NO_GLOSS	reichtum	reich	DERIVATIONALLY_RELATED_FORM
12	deu	23363	104763	noun	verb	stable; stalls; horse barn; 	a farm building for housing horses or other livestock	stable; 	shelter in a stable	stall; pferdestall; 	NO_GLOSS	stallen; 	NO_GLOSS	stall	stallen	DERIVATIONALLY_RELATED_FORM
13	deu	4524	95610	noun	verb	exercise; practice; drill; practice session; recitation; 	systematic training by multiple repetitions	drill; exercise; practice; practise; 	learn by repetition	drill; übung; üben; 	NO_GLOSS	ausüben; praktizieren; 	NO_GLOSS	üben	ausüben	DERIVATIONALLY_RELATED_FORM
14	deu	2072	104602	noun	verb	oppression; subjugation; 	the act of subjugating by cruelty	oppress; suppress; crush; 	come down on or keep down by unjust use of one's authority	unterdrückung; 	NO_GLOSS	unterdrücken; 	NO_GLOSS	unterdrückung	unterdrücken	DERIVATIONALLY_RELATED_FORM
15	deu	39981	78917	noun	adjective	ardor; ardour; elan; zeal; 	a feeling of strong eagerness (usually in favor of a person or cause)	avid; great; eager; zealous; 	marked by active interest and enthusiasm	eifer; begeisterung; 	NO_GLOSS	eifrig; begeistert; 	NO_GLOSS	eifer	eifrig	DERIVATIONALLY_RELATED_FORM
16	deu	39981	78917	noun	adjective	ardor; ardour; elan; zeal; 	a feeling of strong eagerness (usually in favor of a person or cause)	avid; great; eager; zealous; 	marked by active interest and enthusiasm	eifer; begeisterung; 	NO_GLOSS	eifrig; begeistert; 	NO_GLOSS	begeisterung	begeistert	DERIVATIONALLY_RELATED_FORM
17	deu	39851	81576	noun	adjective	sadness; unhappiness; 	emotions experienced when not in a state of well-being	sad; 	experiencing or showing sorrow or unhappiness	traurigkeit; 	NO_GLOSS	traurig; 	NO_GLOSS	traurigkeit	traurig	DERIVATIONALLY_RELATED_FORM
18	deu	17692	100466	noun	verb	fence; fencing; 	a barrier that serves to enclose an area	fence; fence in; 	enclose with a fence	zaun; hag; fence; fenz; 	NO_GLOSS	befrieden; einfrieden; einfriedigen; einhegen; einzäunen; umfrieden; umfriedigen; umzäunen; zäunen; einhagen; fenzen; 	NO_GLOSS	fence	fenzen	DERIVATIONALLY_RELATED_FORM
19	deu	17692	100466	noun	verb	fence; fencing; 	a barrier that serves to enclose an area	fence; fence in; 	enclose with a fence	zaun; hag; fence; fenz; 	NO_GLOSS	befrieden; einfrieden; einfriedigen; einhegen; einzäunen; umfrieden; umfriedigen; umzäunen; zäunen; einhagen; fenzen; 	NO_GLOSS	fenz	fenzen	DERIVATIONALLY_RELATED_FORM
20	deu	39834	81605	noun	adjective	hilarity; mirth; mirthfulness; glee; gleefulness; 	great merriment	gay; jocund; jolly; jovial; merry; mirthful; 	full of or showing high-spirited merriment	fröhlichkeit; belustigung; freude; 	NO_GLOSS	fröhlich; heiter; jovial; lustig; ausgelassen; 	NO_GLOSS	fröhlichkeit	fröhlich	DERIVATIONALLY_RELATED_FORM
21	deu	39834	81605	noun	adjective	hilarity; mirth; mirthfulness; glee; gleefulness; 	great merriment	gay; jocund; jolly; jovial; merry; mirthful; 	full of or showing high-spirited merriment	fröhlichkeit; belustigung; freude; 	NO_GLOSS	fröhlich; heiter; jovial; lustig; ausgelassen; 	NO_GLOSS	belustigung	lustig	DERIVATIONALLY_RELATED_FORM
22	deu	70444	99151	noun	verb	glue; gum; mucilage; 	cement consisting of a sticky substance that is used as an adhesive	glue; paste; 	join or attach with or as if with glue	klebstoff; leim; kleber; 	NO_GLOSS	einfügen; leimen; 	NO_GLOSS	leim	leimen	DERIVATIONALLY_RELATED_FORM
23	deu	50530	52052	noun	noun	king; male monarch; rex; 	a male sovereign; ruler of a kingdom	queen; queen regnant; female monarch; 	a female sovereign ruler	könig; 	NO_GLOSS	königin; 	NO_GLOSS	könig	königin	ANTONYM
24	deu	68306	93082	noun	verb	sprain; 	a painful injury to a joint caused by a sudden wrenching of its ligaments	twist; sprain; wrench; turn; wrick; rick; 	twist suddenly so as to sprain	verstauchung; 	NO_GLOSS	verstauchen; 	NO_GLOSS	verstauchung	verstauchen	DERIVATIONALLY_RELATED_FORM
25	deu	21423	101231	noun	verb	plow; plough; 	a farm tool having one or more heavy blades to break the soil and cut a furrow prior to sowing	plow; plough; turn; 	to break and turn over earth especially with a plow	pflug; 	NO_GLOSS	pflügen; 	NO_GLOSS	pflug	pflügen	DERIVATIONALLY_RELATED_FORM
26	deu	22866	99821	noun	verb	sieve; screen; 	a strainer for separating lumps from powdered material or grading particles	sift; sieve; strain; 	separate by passing through a sieve or other straining device to separate out coarser elements	sieb; 	NO_GLOSS	sieben; 	NO_GLOSS	sieb	sieben	DERIVATIONALLY_RELATED_FORM
27	deu	4424	103170	noun	verb	look; looking; looking at; 	the act of directing the eyes toward something and perceiving it visually	look; 	perceive with attention; direct one's gaze towards	fratze; blick; 	NO_GLOSS	sehen; schauen; blicken; hinschauen; hinsehen; gucken; guggen; kucken; 	NO_GLOSS	blick	blicken	DERIVATIONALLY_RELATED_FORM
28	deu	23983	90997	noun	adjective	telegraph; telegraphy; 	apparatus used to communicate at a distance over a wire (usually in Morse code)	telegraphic; 	of or relating to or transmitted by telegraph	telegraf; 	NO_GLOSS	telegraphisch; 	NO_GLOSS	telegraf	telegraphisch	DERIVATIONALLY_RELATED_FORM
29	deu	54098	100150	noun	verb	flood; inundation; deluge; alluvion; 	the rising of a body of water and its overflowing onto normally dry land	deluge; flood; inundate; swamp; 	fill quickly beyond capacity; as with a liquid	flut; überflutung; überschwemmung; hochwasser; 	NO_GLOSS	überschwemmen; überfluten; 	NO_GLOSS	überflutung	überfluten	DERIVATIONALLY_RELATED_FORM
30	deu	54098	100150	noun	verb	flood; inundation; deluge; alluvion; 	the rising of a body of water and its overflowing onto normally dry land	deluge; flood; inundate; swamp; 	fill quickly beyond capacity; as with a liquid	flut; überflutung; überschwemmung; hochwasser; 	NO_GLOSS	überschwemmen; überfluten; 	NO_GLOSS	überschwemmung	überschwemmen	DERIVATIONALLY_RELATED_FORM
31	deu	38434	97534	noun	verb	label; 	an identifying or descriptive marker that is attached to an object	label; 	assign a label to; designate with a label	etikett; beschriftung; 	NO_GLOSS	etikettieren; 	NO_GLOSS	etikett	etikettieren	DERIVATIONALLY_RELATED_FORM
32	deu	22513	99258	noun	verb	screw; 	a fastener with a tapered threaded shank and a slotted head	screw; 	turn like a screw	schraube; 	NO_GLOSS	schrauben; anziehen; 	NO_GLOSS	schraube	schrauben	DERIVATIONALLY_RELATED_FORM
33	deu	39896	101635	noun	verb	hope; 	the general feeling that some desire will be fulfilled	hope; trust; desire; 	expect and wish	hoffnung; 	NO_GLOSS	hoffen; 	NO_GLOSS	hoffnung	hoffen	DERIVATIONALLY_RELATED_FORM
34	deu	27206	94448	noun	verb	boiling point; boil; 	the temperature at which a liquid boils at sea level	boil; 	bring to, or maintain at, the boiling point	siedepunkt; 	NO_GLOSS	sieden; 	NO_GLOSS	siedepunkt	sieden	DERIVATIONALLY_RELATED_FORM
35	deu	1854	48019	noun	noun	arson; incendiarism; fire-raising; 	malicious burning to destroy property	arsonist; incendiary; firebug; 	a criminal who illegally sets fire to property	brandstiftung; 	NO_GLOSS	feuerteufel; brandstifter; brandstifterin; 	NO_GLOSS	brandstiftung	brandstifter	DERIVATIONALLY_RELATED_FORM
36	deu	37800	83475	noun	adjective	platitude; cliche; banality; commonplace; bromide; 	a trite or obvious remark	banal; commonplace; hackneyed; old-hat; shopworn; stock; threadbare; timeworn; tired; trite; well-worn; 	repeated too often; overfamiliar through overuse	plattitüde; 	NO_GLOSS	banal; platt; nichtssagend; abgedroschen; abgenutzt; 	NO_GLOSS	plattitüde	platt	DERIVATIONALLY_RELATED_FORM
37	deu	1228	94036	noun	verb	beautification; 	the act of making something more beautiful	fancify; beautify; embellish; prettify; 	make more beautiful	verschönerung; ausschmückung; 	NO_GLOSS	ausschmücken; 	NO_GLOSS	ausschmückung	ausschmücken	DERIVATIONALLY_RELATED_FORM
38	deu	6164	104533	noun	verb	employment; engagement; 	the act of giving someone a job	hire; engage; employ; 	engage or hire for work	anstellung; 	NO_GLOSS	anwerben; anstellen; einstellen; 	NO_GLOSS	anstellung	anstellen	DERIVATIONALLY_RELATED_FORM
39	deu	73577	94306	noun	verb	beginning; commencement; first; outset; get-go; start; kickoff; starting time; showtime; offset; 	the time at which something is supposed to begin	get down; begin; get; start out; start; set about; set out; commence; 	take the first step or steps in carrying out an action	anfang; 	NO_GLOSS	anfangen; beginnen; starten; 	NO_GLOSS	anfang	anfangen	DERIVATIONALLY_RELATED_FORM
40	deu	1107	94306	noun	verb	beginning; start; commencement; 	the act of starting something	get down; begin; get; start out; start; set about; set out; commence; 	take the first step or steps in carrying out an action	beginn; anfang; 	NO_GLOSS	anfangen; beginnen; starten; 	NO_GLOSS	beginn	beginnen	DERIVATIONALLY_RELATED_FORM
41	deu	1107	94306	noun	verb	beginning; start; commencement; 	the act of starting something	get down; begin; get; start out; start; set about; set out; commence; 	take the first step or steps in carrying out an action	beginn; anfang; 	NO_GLOSS	anfangen; beginnen; starten; 	NO_GLOSS	anfang	anfangen	DERIVATIONALLY_RELATED_FORM
42	deu	34030	90641	noun	adjective	bible; christian bible; book; good book; holy scripture; holy writ; scripture; word of god; word; 	the sacred writings of the Christian religions	biblical; scriptural; 	of or pertaining to or contained in or in accordance with the Bible	bibel; 	NO_GLOSS	biblisch; 	NO_GLOSS	bibel	biblisch	DERIVATIONALLY_RELATED_FORM
43	deu	39596	101644	noun	verb	longing; yearning; hungriness; 	prolonged unfulfilled desire or need	hanker; long; yearn; 	desire strongly or persistently	sehnsucht; sehnen; verlangen; 	NO_GLOSS	sehnen; 	NO_GLOSS	sehnsucht	sehnen	DERIVATIONALLY_RELATED_FORM
44	deu	39596	101644	noun	verb	longing; yearning; hungriness; 	prolonged unfulfilled desire or need	hanker; long; yearn; 	desire strongly or persistently	sehnsucht; sehnen; verlangen; 	NO_GLOSS	sehnen; 	NO_GLOSS	sehnen	sehnen	DERIVATIONALLY_RELATED_FORM
45	deu	32380	90972	noun	adjective	ecology; bionomics; environmental science; 	the branch of biology concerned with the relations between organisms and their environment	ecological; ecologic; bionomical; bionomic; 	of or relating to the science of ecology	ökologie; 	NO_GLOSS	ökologisch; 	NO_GLOSS	ökologie	ökologisch	DERIVATIONALLY_RELATED_FORM
46	deu	68416	103131	noun	verb	pain; hurting; 	a symptom of some physical hurt or disorder	ache; smart; hurt; 	be the source of pain	schmerz; 	NO_GLOSS	schmerzen; 	NO_GLOSS	schmerz	schmerzen	DERIVATIONALLY_RELATED_FORM
47	deu	49227	78246	noun	adjective	diplomat; diplomatist; 	an official engaged in international negotiations	diplomatic; diplomatical; 	skilled in dealing with sensitive matters or people	diplomat; 	NO_GLOSS	diplomatisch; 	NO_GLOSS	diplomat	diplomatisch	DERIVATIONALLY_RELATED_FORM
48	deu	83119	101473	adjective	verb	offensive; 	causing anger or annoyance	hurt; wound; injure; bruise; offend; spite; 	hurt the feelings of	beleidigend; 	NO_GLOSS	verletzen; beleidigen; 	NO_GLOSS	beleidigend	beleidigen	DERIVATIONALLY_RELATED_FORM
49	deu	46009	76572	noun	adjective	cloud; 	a visible mass of water or ice particles suspended at a considerable altitude	cloudy; 	full of or covered with clouds	wolke; gewölk; 	NO_GLOSS	bewölkt; wolkig; 	NO_GLOSS	wolke	wolkig	DERIVATIONALLY_RELATED_FORM
50	deu	66659	79816	noun	adjective	happiness; felicity; 	state of well-being characterized by emotions ranging from contentment to intense joy	felicitous; happy; 	marked by good fortune	glück; glücklichkeit; 	NO_GLOSS	glücklich; 	NO_GLOSS	glück	glücklich	DERIVATIONALLY_RELATED_FORM
51	deu	66659	79816	noun	adjective	happiness; felicity; 	state of well-being characterized by emotions ranging from contentment to intense joy	felicitous; happy; 	marked by good fortune	glück; glücklichkeit; 	NO_GLOSS	glücklich; 	NO_GLOSS	glücklichkeit	glücklich	DERIVATIONALLY_RELATED_FORM
52	deu	66857	92699	noun	verb	sleep; slumber; 	a natural and periodic state of rest during which consciousness of the world is suspended	sleep; kip; slumber; log z's; catch some z's; 	be asleep	schlaf; 	NO_GLOSS	schlafen; 	NO_GLOSS	schlaf	schlafen	DERIVATIONALLY_RELATED_FORM
53	deu	5630	104218	noun	verb	smuggling; 	secretly importing prohibited goods or goods on which duty is due	smuggle; 	import or export without paying customs duties	schmuggel; 	NO_GLOSS	schmuggeln; 	NO_GLOSS	schmuggel	schmuggeln	DERIVATIONALLY_RELATED_FORM
54	deu	5793	94596	noun	verb	preparation; readying; 	the activity of putting or setting in order in advance of some act or purpose	fix; prepare; set up; ready; gear up; set; 	make ready or suitable or equip in advance for a particular purpose or for some use, event, etc	vorbereitung; 	NO_GLOSS	vorbereiten; 	NO_GLOSS	vorbereitung	vorbereiten	DERIVATIONALLY_RELATED_FORM
55	deu	31866	90693	noun	adjective	mysticism; religious mysticism; 	a religion based on mystical communion with an ultimate reality	mystic; mystical; 	relating to or characteristic of mysticism	mystik; 	NO_GLOSS	mystisch; 	NO_GLOSS	mystik	mystisch	DERIVATIONALLY_RELATED_FORM
56	deu	1345	102075	noun	verb	amble; promenade; saunter; stroll; perambulation; 	a leisurely walk (usually in some public place)	stroll; saunter; 	walk leisurely and with no apparent aim	gang; spaziergang; bummel; promenade; 	NO_GLOSS	spazieren gehen; bummeln; 	NO_GLOSS	bummel	bummeln	DERIVATIONALLY_RELATED_FORM
57	deu	38757	100348	noun	verb	destruction; demolition; wipeout; 	an event (or the result of an event) that completely destroys something	destroy; ruin; 	destroy completely; damage irreparably	zerstörung; vernichtung; 	NO_GLOSS	zerstören; vernichten; kaputtmachen; 	NO_GLOSS	zerstörung	zerstören	DERIVATIONALLY_RELATED_FORM
58	deu	38757	100348	noun	verb	destruction; demolition; wipeout; 	an event (or the result of an event) that completely destroys something	destroy; ruin; 	destroy completely; damage irreparably	zerstörung; vernichtung; 	NO_GLOSS	zerstören; vernichten; kaputtmachen; 	NO_GLOSS	vernichtung	vernichten	DERIVATIONALLY_RELATED_FORM
59	deu	35580	96636	noun	verb	lie; prevarication; 	a statement that deviates from or perverts the truth	lie; 	tell an untruth; pretend with intent to deceive	lüge; 	NO_GLOSS	lügen; täuschen; 	NO_GLOSS	lüge	lügen	DERIVATIONALLY_RELATED_FORM
60	deu	3907	99872	noun	verb	kidnapping; snatch; 	(law) the unlawful act of capturing and carrying away a person against their will and holding them in false imprisonment	kidnap; nobble; abduct; snatch; 	take away to an undisclosed location against their will and usually in order to extract a ransom	entführung; menschenraub; kinderraub; 	NO_GLOSS	entführen; 	NO_GLOSS	entführung	entführen	DERIVATIONALLY_RELATED_FORM
61	deu	14588	94199	noun	verb	barbecue; barbeque; 	a rack to hold meat for cooking over hot charcoal usually out of doors	barbeque; barbecue; cook out; 	cook outdoors on a barbecue grill	grill; barbecue; grillen; grillplatte; grillteller; 	NO_GLOSS	grillen; 	NO_GLOSS	grill	grillen	DERIVATIONALLY_RELATED_FORM
62	deu	14588	94199	noun	verb	barbecue; barbeque; 	a rack to hold meat for cooking over hot charcoal usually out of doors	barbeque; barbecue; cook out; 	cook outdoors on a barbecue grill	grill; barbecue; grillen; grillplatte; grillteller; 	NO_GLOSS	grillen; 	NO_GLOSS	grillen	grillen	DERIVATIONALLY_RELATED_FORM
63	deu	14588	94199	noun	verb	barbecue; barbeque; 	a rack to hold meat for cooking over hot charcoal usually out of doors	barbeque; barbecue; cook out; 	cook outdoors on a barbecue grill	grill; barbecue; grillen; grillplatte; grillteller; 	NO_GLOSS	grillen; 	NO_GLOSS	grillplatte	grillen	DERIVATIONALLY_RELATED_FORM
64	deu	14588	94199	noun	verb	barbecue; barbeque; 	a rack to hold meat for cooking over hot charcoal usually out of doors	barbeque; barbecue; cook out; 	cook outdoors on a barbecue grill	grill; barbecue; grillen; grillplatte; grillteller; 	NO_GLOSS	grillen; 	NO_GLOSS	grillteller	grillen	DERIVATIONALLY_RELATED_FORM
65	deu	66992	80026	noun	adjective	fertility; fecundity; 	the state of being fertile; capable of producing offspring	prolific; fertile; 	bearing in abundance especially offspring	fruchtbarkeit; fertilität; 	NO_GLOSS	fruchtbar; 	NO_GLOSS	fruchtbarkeit	fruchtbar	DERIVATIONALLY_RELATED_FORM
66	deu	14277	99434	noun	verb	archive; 	a depository containing historical records and documents	archive; file away; 	put into an archive	archiv; 	NO_GLOSS	archivieren; 	NO_GLOSS	archiv	archivieren	DERIVATIONALLY_RELATED_FORM
67	deu	63873	94267	noun	verb	fragmentation; 	(computer science) the condition of a file that is broken up and stored in many different locations on a magnetic disk	break up; fragment; fragmentize; fragmentise; 	break or cause to break into pieces	fragmentierung; zersplitterung; 	NO_GLOSS	fragmentieren; 	NO_GLOSS	fragmentierung	fragmentieren	DERIVATIONALLY_RELATED_FORM
68	deu	39165	94267	noun	verb	fragmentation; 	the scattering of bomb fragments after the bomb explodes	break up; fragment; fragmentize; fragmentise; 	break or cause to break into pieces	fragmentierung; zersplitterung; 	NO_GLOSS	fragmentieren; 	NO_GLOSS	fragmentierung	fragmentieren	DERIVATIONALLY_RELATED_FORM
69	deu	46134	94267	noun	verb	fragment; 	a piece broken off or cut off of something else	break up; fragment; fragmentize; fragmentise; 	break or cause to break into pieces	fragment; 	NO_GLOSS	fragmentieren; 	NO_GLOSS	fragment	fragmentieren	DERIVATIONALLY_RELATED_FORM
70	deu	68224	92980	noun	verb	injury; hurt; harm; trauma; 	any physical damage to the body caused by violence or accident or fracture etc.	injure; wound; 	cause injuries or bodily harm to	schaden; verletzung; wunde; verwundung; trauma; 	NO_GLOSS	verletzen; verwunden; 	NO_GLOSS	verletzung	verletzen	DERIVATIONALLY_RELATED_FORM
71	deu	68224	92980	noun	verb	injury; hurt; harm; trauma; 	any physical damage to the body caused by violence or accident or fracture etc.	injure; wound; 	cause injuries or bodily harm to	schaden; verletzung; wunde; verwundung; trauma; 	NO_GLOSS	verletzen; verwunden; 	NO_GLOSS	wunde	verwunden	DERIVATIONALLY_RELATED_FORM
72	deu	68224	92980	noun	verb	injury; hurt; harm; trauma; 	any physical damage to the body caused by violence or accident or fracture etc.	injure; wound; 	cause injuries or bodily harm to	schaden; verletzung; wunde; verwundung; trauma; 	NO_GLOSS	verletzen; verwunden; 	NO_GLOSS	verwundung	verwunden	DERIVATIONALLY_RELATED_FORM
73	deu	31042	97498	noun	verb	generalization; generalisation; induction; inductive reasoning; 	reasoning from detailed facts to general principles	generalize; generalise; extrapolate; infer; 	draw from specific cases for more general cases	verallgemeinerung; generalisierung; 	NO_GLOSS	verallgemeinern; 	NO_GLOSS	verallgemeinerung	verallgemeinern	DERIVATIONALLY_RELATED_FORM
74	deu	48060	90451	noun	adjective	atheist; 	someone who denies the existence of god	atheist; atheistic; atheistical; 	related to or characterized by or given to atheism	atheist; atheistin; nichtglaubender; nichtglaubende; agnostiker; 	NO_GLOSS	atheistisch; 	NO_GLOSS	atheist	atheistisch	DERIVATIONALLY_RELATED_FORM
75	deu	48060	90451	noun	adjective	atheist; 	someone who denies the existence of god	atheist; atheistic; atheistical; 	related to or characterized by or given to atheism	atheist; atheistin; nichtglaubender; nichtglaubende; agnostiker; 	NO_GLOSS	atheistisch; 	NO_GLOSS	atheistin	atheistisch	DERIVATIONALLY_RELATED_FORM
76	deu	23947	100939	noun	verb	tattoo; 	a design on the skin made by tattooing	tattoo; 	stain (skin) with indelible color	tätowierung; tattoo; 	NO_GLOSS	tätowieren; 	NO_GLOSS	tätowierung	tätowieren	DERIVATIONALLY_RELATED_FORM
77	deu	67044	88495	noun	adjective	illness; unwellness; malady; sickness; 	impairment of normal physiological function affecting part or all of an organism	ill; sick; 	affected by an impairment of normal physical or mental function	krankheit; übel; 	NO_GLOSS	krank; 	NO_GLOSS	krankheit	krank	DERIVATIONALLY_RELATED_FORM
78	deu	66111	89854	noun	adjective	hexagon; 	a six-sided polygon	hexangular; hexagonal; 	having six sides or divided into hexagons	sechseck; hexagon; 	NO_GLOSS	hexagonal; sechseckig; 	NO_GLOSS	sechseck	sechseckig	DERIVATIONALLY_RELATED_FORM
79	deu	66111	89854	noun	adjective	hexagon; 	a six-sided polygon	hexangular; hexagonal; 	having six sides or divided into hexagons	sechseck; hexagon; 	NO_GLOSS	hexagonal; sechseckig; 	NO_GLOSS	hexagon	hexagonal	DERIVATIONALLY_RELATED_FORM
80	deu	31969	81035	noun	adjective	humanitarianism; humanism; 	the doctrine that people's duty is to promote human welfare	human-centered; human-centred; humanist; humanistic; humanitarian; 	marked by humanistic values and devotion to human welfare	humanität; 	NO_GLOSS	humanitär; 	NO_GLOSS	humanität	humanitär	DERIVATIONALLY_RELATED_FORM
81	deu	10993	75285	noun	adjective	quadruped; 	an animal especially a mammal having four limbs specialized for walking	quadrupedal; quadruped; four-footed; 	having four feet	vierfüßer; vierfüßerin; vierfüßler; vierfüßlerin; quadrupede; 	NO_GLOSS	vierfüßig; 	NO_GLOSS	vierfüßer	vierfüßig	DERIVATIONALLY_RELATED_FORM
82	deu	10993	75285	noun	adjective	quadruped; 	an animal especially a mammal having four limbs specialized for walking	quadrupedal; quadruped; four-footed; 	having four feet	vierfüßer; vierfüßerin; vierfüßler; vierfüßlerin; quadrupede; 	NO_GLOSS	vierfüßig; 	NO_GLOSS	vierfüßerin	vierfüßig	DERIVATIONALLY_RELATED_FORM
83	deu	10993	75285	noun	adjective	quadruped; 	an animal especially a mammal having four limbs specialized for walking	quadrupedal; quadruped; four-footed; 	having four feet	vierfüßer; vierfüßerin; vierfüßler; vierfüßlerin; quadrupede; 	NO_GLOSS	vierfüßig; 	NO_GLOSS	vierfüßler	vierfüßig	DERIVATIONALLY_RELATED_FORM
84	deu	10993	75285	noun	adjective	quadruped; 	an animal especially a mammal having four limbs specialized for walking	quadrupedal; quadruped; four-footed; 	having four feet	vierfüßer; vierfüßerin; vierfüßler; vierfüßlerin; quadrupede; 	NO_GLOSS	vierfüßig; 	NO_GLOSS	vierfüßlerin	vierfüßig	DERIVATIONALLY_RELATED_FORM
85	deu	26906	76178	noun	adjective	white; whiteness; 	the quality or state of the achromatic color of greatest lightness (bearing the least resemblance to black)	white; 	being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light	weiß; weiss; 	NO_GLOSS	weiß; weiss; 	NO_GLOSS	weiß	weiß	DERIVATIONALLY_RELATED_FORM
86	deu	26906	76178	noun	adjective	white; whiteness; 	the quality or state of the achromatic color of greatest lightness (bearing the least resemblance to black)	white; 	being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light	weiß; weiss; 	NO_GLOSS	weiß; weiss; 	NO_GLOSS	weiß	weiss	DERIVATIONALLY_RELATED_FORM
87	deu	26906	76178	noun	adjective	white; whiteness; 	the quality or state of the achromatic color of greatest lightness (bearing the least resemblance to black)	white; 	being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light	weiß; weiss; 	NO_GLOSS	weiß; weiss; 	NO_GLOSS	weiss	weiß	DERIVATIONALLY_RELATED_FORM
88	deu	26906	76178	noun	adjective	white; whiteness; 	the quality or state of the achromatic color of greatest lightness (bearing the least resemblance to black)	white; 	being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light	weiß; weiss; 	NO_GLOSS	weiß; weiss; 	NO_GLOSS	weiss	weiss	DERIVATIONALLY_RELATED_FORM
89	deu	25718	74920	noun	adjective	handiness; accessibility; availability; availableness; 	the quality of being at hand when needed	available; 	obtainable or accessible and ready for use or service	vorhandensein; verfügbarkeit; 	NO_GLOSS	verfügbar; disponibel; 	NO_GLOSS	verfügbarkeit	verfügbar	DERIVATIONALLY_RELATED_FORM
