id	vocabulary_code	concept_a	concept_b	pos_a	pos_b	words_a_english	gloss_a_english	words_b_english	gloss_b_english	words_a_target	gloss_a_target	words_b_target	gloss_b_target	word_a	word_b	relation
25	rus	30754	79836	noun	adjective	malodor; malodour; stench; stink; reek; fetor; foetor; mephitis; 	a distinctive odor that is offensively unpleasant	malodorous; malodourous; unpeasant-smelling; ill-smelling; stinky; 	having an unpleasant smell	вонь; смрад; зловоние; 	NO_GLOSS	вонючий; зловонный; 	NO_GLOSS	вонь	вонючий	DERIVATIONALLY_RELATED_FORM
26	rus	30754	79836	noun	adjective	malodor; malodour; stench; stink; reek; fetor; foetor; mephitis; 	a distinctive odor that is offensively unpleasant	malodorous; malodourous; unpeasant-smelling; ill-smelling; stinky; 	having an unpleasant smell	вонь; смрад; зловоние; 	NO_GLOSS	вонючий; зловонный; 	NO_GLOSS	зловоние	зловонный	DERIVATIONALLY_RELATED_FORM
27	rus	35252	96728	noun	verb	praise; congratulations; kudos; extolment; 	an expression of approval and commendation	praise; 	express approval of	слава; хвала; похвала; одобрение; 	NO_GLOSS	хвалить; похвалить; 	NO_GLOSS	хвала	хвалить	DERIVATIONALLY_RELATED_FORM
28	rus	35252	96728	noun	verb	praise; congratulations; kudos; extolment; 	an expression of approval and commendation	praise; 	express approval of	слава; хвала; похвала; одобрение; 	NO_GLOSS	хвалить; похвалить; 	NO_GLOSS	похвала	похвалить	DERIVATIONALLY_RELATED_FORM
29	rus	14420	74910	noun	adjective	automaton; robot; golem; 	a mechanism that can move automatically	automatic; 	operating with minimal human intervention; independent of external control	робот; автомат; 	NO_GLOSS	автоматический; 	NO_GLOSS	автомат	автоматический	DERIVATIONALLY_RELATED_FORM
30	rus	44407	78026	noun	adjective	monarchy; 	an autocracy governed by a monarch who usually inherits the authority	monarchal; monarchical; monarchic; 	ruled by or having the supreme power resting with a monarch	монархия; 	NO_GLOSS	монархический; 	NO_GLOSS	монархия	монархический	DERIVATIONALLY_RELATED_FORM
31	rus	14441	89243	noun	adjective	axis; axis of rotation; 	the center around which something rotates	axial; 	of or relating to or resembling an axis of rotation	ось; 	NO_GLOSS	осевой; 	NO_GLOSS	ось	осевой	DERIVATIONALLY_RELATED_FORM
32	rus	39170	99578	noun	verb	rap; strike; tap; 	a gentle blow	strike; 	deliver a sharp blow, as with the hand, fist, or weapon	удар; 	NO_GLOSS	бить; ударять; ударить; 	NO_GLOSS	удар	ударять	DERIVATIONALLY_RELATED_FORM
33	rus	39170	99578	noun	verb	rap; strike; tap; 	a gentle blow	strike; 	deliver a sharp blow, as with the hand, fist, or weapon	удар; 	NO_GLOSS	бить; ударять; ударить; 	NO_GLOSS	удар	ударить	DERIVATIONALLY_RELATED_FORM
34	rus	72501	98756	noun	verb	stucco; 	a plaster now made mostly from Portland cement and sand and lime; applied while soft to cover exterior walls or surfaces	stucco; 	coat with stucco	штукатурка; 	NO_GLOSS	штукатурить; 	NO_GLOSS	штукатурка	штукатурить	DERIVATIONALLY_RELATED_FORM
35	rus	1854	48019	noun	noun	arson; incendiarism; fire-raising; 	malicious burning to destroy property	arsonist; incendiary; firebug; 	a criminal who illegally sets fire to property	поджог; 	NO_GLOSS	поджигатель; поджигательница; 	NO_GLOSS	поджог	поджигатель	DERIVATIONALLY_RELATED_FORM
36	rus	4797	98252	noun	verb	use; usage; utilization; utilisation; employment; exercise; 	the act of using	exert; exercise; 	put to use	использование; применение; обращение; употребление; 	NO_GLOSS	использовать; реализовывать; 	NO_GLOSS	использование	использовать	DERIVATIONALLY_RELATED_FORM
37	rus	46446	100391	noun	verb	rip; rent; snag; split; tear; 	an opening made forcibly as by pulling apart	rend; rip; rive; pull; 	tear or be torn violently	разрыв; 	NO_GLOSS	раздирать; разрывать; 	NO_GLOSS	разрыв	разрывать	DERIVATIONALLY_RELATED_FORM
38	rus	73577	94306	noun	verb	beginning; commencement; first; outset; get-go; start; kickoff; starting time; showtime; offset; 	the time at which something is supposed to begin	get down; begin; get; start out; start; set about; set out; commence; 	take the first step or steps in carrying out an action	начало; 	NO_GLOSS	начинать; начать; начинаться; начаться; 	NO_GLOSS	начало	начать	DERIVATIONALLY_RELATED_FORM
39	rus	73577	94306	noun	verb	beginning; commencement; first; outset; get-go; start; kickoff; starting time; showtime; offset; 	the time at which something is supposed to begin	get down; begin; get; start out; start; set about; set out; commence; 	take the first step or steps in carrying out an action	начало; 	NO_GLOSS	начинать; начать; начинаться; начаться; 	NO_GLOSS	начало	начаться	DERIVATIONALLY_RELATED_FORM
40	rus	1107	94306	noun	verb	beginning; start; commencement; 	the act of starting something	get down; begin; get; start out; start; set about; set out; commence; 	take the first step or steps in carrying out an action	начало; старт; 	NO_GLOSS	начинать; начать; начинаться; начаться; 	NO_GLOSS	начало	начать	DERIVATIONALLY_RELATED_FORM
41	rus	1107	94306	noun	verb	beginning; start; commencement; 	the act of starting something	get down; begin; get; start out; start; set about; set out; commence; 	take the first step or steps in carrying out an action	начало; старт; 	NO_GLOSS	начинать; начать; начинаться; начаться; 	NO_GLOSS	начало	начаться	DERIVATIONALLY_RELATED_FORM
42	rus	34030	90641	noun	adjective	bible; christian bible; book; good book; holy scripture; holy writ; scripture; word of god; word; 	the sacred writings of the Christian religions	biblical; scriptural; 	of or pertaining to or contained in or in accordance with the Bible	библия; священное писание; 	NO_GLOSS	библейский; 	NO_GLOSS	библия	библейский	DERIVATIONALLY_RELATED_FORM
43	rus	68243	99985	noun	verb	bruise; contusion; 	an injury that doesn't break the skin but results in some discoloration	bruise; contuse; 	injure the underlying soft tissue of bone of	синяк; ушиб; кровоподтёк; 	NO_GLOSS	контузить; ушибить; 	NO_GLOSS	ушиб	ушибить	DERIVATIONALLY_RELATED_FORM
44	rus	32380	90972	noun	adjective	ecology; bionomics; environmental science; 	the branch of biology concerned with the relations between organisms and their environment	ecological; ecologic; bionomical; bionomic; 	of or relating to the science of ecology	экология; 	NO_GLOSS	экологический; 	NO_GLOSS	экология	экологический	DERIVATIONALLY_RELATED_FORM
45	rus	68416	103131	noun	verb	pain; hurting; 	a symptom of some physical hurt or disorder	ache; smart; hurt; 	be the source of pain	боль; 	NO_GLOSS	болеть; 	NO_GLOSS	боль	болеть	DERIVATIONALLY_RELATED_FORM
46	rus	49227	78246	noun	adjective	diplomat; diplomatist; 	an official engaged in international negotiations	diplomatic; diplomatical; 	skilled in dealing with sensitive matters or people	дипломат; 	NO_GLOSS	дипломатический; 	NO_GLOSS	дипломат	дипломатический	DERIVATIONALLY_RELATED_FORM
47	rus	83119	101473	adjective	verb	offensive; 	causing anger or annoyance	hurt; wound; injure; bruise; offend; spite; 	hurt the feelings of	оскорбительный; обидный; 	NO_GLOSS	обижать; обидеть; оскорблять; оскорбить; 	NO_GLOSS	оскорбительный	оскорбить	DERIVATIONALLY_RELATED_FORM
48	rus	34371	51541	noun	noun	partnership; 	a contract between two or more persons who agree to pool talent and money and share profits or losses	partner; 	a person who is a member of a partnership	партнёрство; 	NO_GLOSS	партнёр; партнёрша; товарищ; компаньон; компаньонка; 	NO_GLOSS	партнёрство	партнёр	DERIVATIONALLY_RELATED_FORM
49	rus	34371	51541	noun	noun	partnership; 	a contract between two or more persons who agree to pool talent and money and share profits or losses	partner; 	a person who is a member of a partnership	партнёрство; 	NO_GLOSS	партнёр; партнёрша; товарищ; компаньон; компаньонка; 	NO_GLOSS	партнёрство	партнёрша	DERIVATIONALLY_RELATED_FORM
50	rus	14390	92848	noun	verb	attire; garb; dress; 	clothing of a distinctive style or for a particular occasion	dress; dress up; 	dress in a certain manner	одежда; наряд; 	NO_GLOSS	нарядиться; приодеться; 	NO_GLOSS	наряд	нарядиться	DERIVATIONALLY_RELATED_FORM
51	rus	46009	76572	noun	adjective	cloud; 	a visible mass of water or ice particles suspended at a considerable altitude	cloudy; 	full of or covered with clouds	облако; туча; 	NO_GLOSS	облачный; 	NO_GLOSS	облако	облачный	DERIVATIONALLY_RELATED_FORM
52	rus	66659	79816	noun	adjective	happiness; felicity; 	state of well-being characterized by emotions ranging from contentment to intense joy	felicitous; happy; 	marked by good fortune	счастье; радость; 	NO_GLOSS	удачный; счастливый; 	NO_GLOSS	счастье	счастливый	DERIVATIONALLY_RELATED_FORM
53	rus	31167	98400	noun	verb	trial; trial run; test; tryout; 	trying something to find out about it	sample; try; try out; taste; 	take a sample of	проба; тест; испытание; опыт; 	NO_GLOSS	пробовать; попробовать; 	NO_GLOSS	проба	пробовать	DERIVATIONALLY_RELATED_FORM
54	rus	31278	98400	noun	verb	tasting; 	a small amount (especially of food or wine)	sample; try; try out; taste; 	take a sample of	дегустация; проба; 	NO_GLOSS	пробовать; попробовать; 	NO_GLOSS	проба	пробовать	DERIVATIONALLY_RELATED_FORM
55	rus	31272	98400	noun	verb	sample; 	a small part of something intended as representative of the whole	sample; try; try out; taste; 	take a sample of	образец; проба; экземпляр; 	NO_GLOSS	пробовать; попробовать; 	NO_GLOSS	проба	пробовать	DERIVATIONALLY_RELATED_FORM
56	rus	5793	94596	noun	verb	preparation; readying; 	the activity of putting or setting in order in advance of some act or purpose	fix; prepare; set up; ready; gear up; set; 	make ready or suitable or equip in advance for a particular purpose or for some use, event, etc	подготовка; приготовление; 	NO_GLOSS	готовить; подготовить; 	NO_GLOSS	подготовка	подготовить	DERIVATIONALLY_RELATED_FORM
57	rus	27142	79475	noun	adjective	fleshiness; obesity; corpulency; 	more than average fatness	corpulent; obese; weighty; rotund; 	excessively fat	ожирение; тучность; 	NO_GLOSS	полный; тучный; дородный; жирный; толстый; корпулентный; 	NO_GLOSS	тучность	тучный	DERIVATIONALLY_RELATED_FORM
58	rus	51197	90693	noun	adjective	mystic; religious mystic; 	someone who believes in the existence of realities beyond human comprehension	mystic; mystical; 	relating to or characteristic of mysticism	мистик; 	NO_GLOSS	мистический; 	NO_GLOSS	мистик	мистический	DERIVATIONALLY_RELATED_FORM
59	rus	1345	102075	noun	verb	amble; promenade; saunter; stroll; perambulation; 	a leisurely walk (usually in some public place)	stroll; saunter; 	walk leisurely and with no apparent aim	прогулка; променад; пешеходная улица; эспланада; 	NO_GLOSS	гулять; прогуливаться; 	NO_GLOSS	прогулка	прогуливаться	DERIVATIONALLY_RELATED_FORM
60	rus	35580	96636	noun	verb	lie; prevarication; 	a statement that deviates from or perverts the truth	lie; 	tell an untruth; pretend with intent to deceive	ложь; неправда; враньё; обман; враки; брехня; 	NO_GLOSS	лгать; врать; брехать; 	NO_GLOSS	враньё	врать	DERIVATIONALLY_RELATED_FORM
61	rus	35580	96636	noun	verb	lie; prevarication; 	a statement that deviates from or perverts the truth	lie; 	tell an untruth; pretend with intent to deceive	ложь; неправда; враньё; обман; враки; брехня; 	NO_GLOSS	лгать; врать; брехать; 	NO_GLOSS	враки	врать	DERIVATIONALLY_RELATED_FORM
62	rus	35580	96636	noun	verb	lie; prevarication; 	a statement that deviates from or perverts the truth	lie; 	tell an untruth; pretend with intent to deceive	ложь; неправда; враньё; обман; враки; брехня; 	NO_GLOSS	лгать; врать; брехать; 	NO_GLOSS	брехня	брехать	DERIVATIONALLY_RELATED_FORM
63	rus	68230	99101	noun	verb	cut; gash; slash; slice; 	a wound made by cutting	slash; gash; 	cut open	порез; разрез; впадина; 	NO_GLOSS	полосовать; рубить; рассекать; разрезать; резать; 	NO_GLOSS	разрез	разрезать	DERIVATIONALLY_RELATED_FORM
64	rus	14277	99434	noun	verb	archive; 	a depository containing historical records and documents	archive; file away; 	put into an archive	архив; 	NO_GLOSS	архивировать; 	NO_GLOSS	архив	архивировать	DERIVATIONALLY_RELATED_FORM
65	rus	34241	91291	noun	adjective	chronology; 	a record of events in the order of their occurrence	chronological; 	relating to or arranged according to temporal order	хронология; 	NO_GLOSS	хронологический; 	NO_GLOSS	хронология	хронологический	DERIVATIONALLY_RELATED_FORM
66	rus	38348	101059	noun	verb	reference; source; 	a publication (or a passage from a publication) that is referred to	reference; cite; 	refer to	ссылка; отсылка; источник; 	NO_GLOSS	ссылаться; 	NO_GLOSS	ссылка	ссылаться	DERIVATIONALLY_RELATED_FORM
67	rus	35615	101059	noun	verb	citation; cite; acknowledgment; credit; reference; mention; quotation; 	a short note recognizing a source of information or of a quoted passage	reference; cite; 	refer to	ссылка; упоминание; 	NO_GLOSS	ссылаться; 	NO_GLOSS	ссылка	ссылаться	DERIVATIONALLY_RELATED_FORM
68	rus	1014	99108	noun	verb	killing; kill; putting to death; 	the act of terminating a life	kill; 	cause to die; put to death, usually intentionally or knowingly	убийство; 	NO_GLOSS	убивать; убить; 	NO_GLOSS	убийство	убить	DERIVATIONALLY_RELATED_FORM
69	rus	68224	92980	noun	verb	injury; hurt; harm; trauma; 	any physical damage to the body caused by violence or accident or fracture etc.	injure; wound; 	cause injuries or bodily harm to	вред; ущерб; повреждение; рана; травма; ранение; 	NO_GLOSS	ранить; поранить; 	NO_GLOSS	рана	ранить	DERIVATIONALLY_RELATED_FORM
70	rus	23983	97432	noun	verb	telegraph; telegraphy; 	apparatus used to communicate at a distance over a wire (usually in Morse code)	cable; telegraph; wire; 	send cables, wires, or telegrams	телеграф; 	NO_GLOSS	телеграфировать; 	NO_GLOSS	телеграф	телеграфировать	DERIVATIONALLY_RELATED_FORM
71	rus	4315	99681	noun	verb	masturbation; onanism; 	manual stimulation of the genital organs (of yourself or another) for sexual pleasure	masturbate; wank; fuck off; she-bop; jack off; jerk off; 	get sexual gratification through self-stimulation	мастурбация; онанизм; рукоблудие; 	NO_GLOSS	мастурбировать; онанировать; дрочить; 	NO_GLOSS	онанизм	онанировать	DERIVATIONALLY_RELATED_FORM
72	rus	4318	99681	noun	verb	jacking off; jerking off; hand job; wank; 	slang for masturbation	masturbate; wank; fuck off; she-bop; jack off; jerk off; 	get sexual gratification through self-stimulation	дрочка; 	NO_GLOSS	мастурбировать; онанировать; дрочить; 	NO_GLOSS	дрочка	дрочить	DERIVATIONALLY_RELATED_FORM
73	rus	53328	99681	noun	verb	tosser; jerk-off; wanker; 	terms of abuse for a masturbator	masturbate; wank; fuck off; she-bop; jack off; jerk off; 	get sexual gratification through self-stimulation	дрочила; онанист; 	NO_GLOSS	мастурбировать; онанировать; дрочить; 	NO_GLOSS	дрочила	дрочить	DERIVATIONALLY_RELATED_FORM
74	rus	53328	99681	noun	verb	tosser; jerk-off; wanker; 	terms of abuse for a masturbator	masturbate; wank; fuck off; she-bop; jack off; jerk off; 	get sexual gratification through self-stimulation	дрочила; онанист; 	NO_GLOSS	мастурбировать; онанировать; дрочить; 	NO_GLOSS	онанист	онанировать	DERIVATIONALLY_RELATED_FORM
75	rus	30808	80978	noun	adjective	cold; coldness; 	the sensation produced by low temperatures	cold; 	used of physical coldness; having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration	холод; 	NO_GLOSS	холодный; студёный; 	NO_GLOSS	холод	холодный	DERIVATIONALLY_RELATED_FORM
76	rus	48060	90451	noun	adjective	atheist; 	someone who denies the existence of god	atheist; atheistic; atheistical; 	related to or characterized by or given to atheism	атеист; атеистка; безбожник; безбожница; неверующий; неверующая; 	NO_GLOSS	атеистический; 	NO_GLOSS	атеист	атеистический	DERIVATIONALLY_RELATED_FORM
77	rus	48060	90451	noun	adjective	atheist; 	someone who denies the existence of god	atheist; atheistic; atheistical; 	related to or characterized by or given to atheism	атеист; атеистка; безбожник; безбожница; неверующий; неверующая; 	NO_GLOSS	атеистический; 	NO_GLOSS	атеистка	атеистический	DERIVATIONALLY_RELATED_FORM
78	rus	31969	81035	noun	adjective	humanitarianism; humanism; 	the doctrine that people's duty is to promote human welfare	human-centered; human-centred; humanist; humanistic; humanitarian; 	marked by humanistic values and devotion to human welfare	гуманизм; 	NO_GLOSS	гуманитарный; гуманный; 	NO_GLOSS	гуманизм	гуманитарный	DERIVATIONALLY_RELATED_FORM
79	rus	35679	50487	noun	noun	joke; gag; laugh; jest; jape; 	a humorous anecdote or remark intended to provoke laughter	joker; jokester; 	a person who enjoys telling or playing jokes	анекдот; шутка; 	NO_GLOSS	шутник; 	NO_GLOSS	шутка	шутник	DERIVATIONALLY_RELATED_FORM
80	rus	49579	83710	noun	adjective	fanatic; fiend; 	a person motivated by irrational enthusiasm (as for a cause)	fanatic; fanatical; overzealous; rabid; 	marked by excessive enthusiasm for and intense devotion to a cause or idea	фанатик; 	NO_GLOSS	фанатичный; 	NO_GLOSS	фанатик	фанатичный	DERIVATIONALLY_RELATED_FORM
81	rus	25718	74920	noun	adjective	handiness; accessibility; availability; availableness; 	the quality of being at hand when needed	available; 	obtainable or accessible and ready for use or service	наличие; 	NO_GLOSS	доступный; наличный; распоряжение; наличие; 	NO_GLOSS	наличие	наличный	DERIVATIONALLY_RELATED_FORM
82	rus	25718	74920	noun	adjective	handiness; accessibility; availability; availableness; 	the quality of being at hand when needed	available; 	obtainable or accessible and ready for use or service	наличие; 	NO_GLOSS	доступный; наличный; распоряжение; наличие; 	NO_GLOSS	наличие	наличие	DERIVATIONALLY_RELATED_FORM
83	rus	51255	51283	noun	noun	nephew; 	a son of your brother or sister	niece; 	a daughter of your brother or sister	племянник; 	NO_GLOSS	племянница; 	NO_GLOSS	племянник	племянница	ANTONYM
84	rus	84	104389	noun	verb	interaction; 	a mutual or reciprocal action; interacting	interact; 	act together or towards others or with others	взаимодействие; 	NO_GLOSS	взаимодействовать; 	NO_GLOSS	взаимодействие	взаимодействовать	DERIVATIONALLY_RELATED_FORM
85	rus	599	99367	noun	verb	kick; boot; kicking; 	the act of delivering a blow with the foot	kick; 	drive or propel with the foot	пинок; 	NO_GLOSS	пинать; пнуть; лягать; лягнуть; 	NO_GLOSS	пинок	пинать	DERIVATIONALLY_RELATED_FORM
86	rus	39890	81484	noun	adjective	boredom; ennui; tedium; 	the feeling of being bored by something tedious	boring; deadening; dull; ho-hum; irksome; slow; tedious; tiresome; wearisome; 	so lacking in interest as to cause mental weariness	скука; тоска; 	NO_GLOSS	скучный; нудный; утомительный; 	NO_GLOSS	скука	скучный	DERIVATIONALLY_RELATED_FORM
87	rus	31028	95714	noun	verb	thinking; thought; thought process; cerebration; intellection; mentation; 	the process of using your mind to consider something carefully	think; cogitate; cerebrate; 	use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments	мысль; мышление; рассуждение; размышление; 	NO_GLOSS	думать; подумать; мыслить; 	NO_GLOSS	мысль	мыслить	DERIVATIONALLY_RELATED_FORM
88	rus	66433	79825	noun	adjective	homelessness; 	the state or condition of having no home (especially the state of living in the streets)	dispossessed; homeless; roofless; 	physically or spiritually homeless or deprived of security	бездомность; 	NO_GLOSS	бездомный; бомж; беспризорный; 	NO_GLOSS	бездомность	бездомный	DERIVATIONALLY_RELATED_FORM
89	rus	69357	85382	noun	adjective	poverty; poorness; impoverishment; 	the state of having little or no money and few or no material possessions	poor; 	having little money or few possessions	бедность; нищета; нужда; 	NO_GLOSS	бедный; нищий; 	NO_GLOSS	бедность	бедный	DERIVATIONALLY_RELATED_FORM
90	rus	69357	85382	noun	adjective	poverty; poorness; impoverishment; 	the state of having little or no money and few or no material possessions	poor; 	having little money or few possessions	бедность; нищета; нужда; 	NO_GLOSS	бедный; нищий; 	NO_GLOSS	нищета	нищий	DERIVATIONALLY_RELATED_FORM
91	rus	4045	85605	noun	adjective	risk; peril; danger; 	a venture undertaken without regard to possible loss or injury	parlous; perilous; precarious; touch-and-go; 	fraught with danger	риск; опасность; угроза; 	NO_GLOSS	опасный; рискованный; ненадёжный; шаткий; 	NO_GLOSS	риск	рискованный	DERIVATIONALLY_RELATED_FORM
92	rus	4045	85605	noun	adjective	risk; peril; danger; 	a venture undertaken without regard to possible loss or injury	parlous; perilous; precarious; touch-and-go; 	fraught with danger	риск; опасность; угроза; 	NO_GLOSS	опасный; рискованный; ненадёжный; шаткий; 	NO_GLOSS	опасность	опасный	DERIVATIONALLY_RELATED_FORM
93	rus	69613	85605	noun	adjective	hazard; jeopardy; peril; risk; endangerment; 	a source of danger; a possibility of incurring loss or misfortune	parlous; perilous; precarious; touch-and-go; 	fraught with danger	опасность; риск; 	NO_GLOSS	опасный; рискованный; ненадёжный; шаткий; 	NO_GLOSS	опасность	опасный	DERIVATIONALLY_RELATED_FORM
94	rus	69613	85605	noun	adjective	hazard; jeopardy; peril; risk; endangerment; 	a source of danger; a possibility of incurring loss or misfortune	parlous; perilous; precarious; touch-and-go; 	fraught with danger	опасность; риск; 	NO_GLOSS	опасный; рискованный; ненадёжный; шаткий; 	NO_GLOSS	риск	рискованный	DERIVATIONALLY_RELATED_FORM
